# M(M_sol)                 Lambda          n_Bc(fm^-3)         R(km)            m_B(M_sol)        m_Bquar/M_B
0.1537335813     47179156.1635534391      0.0860000000      23.8898846521      0.1540304743      0.0000000000
0.1613310160     37638260.4138636068      0.0880000000      22.7547070632      0.1617403809      0.0000000000
0.1691153834     30316127.8276361860      0.0900000000      21.8082853218      0.1696481212      0.0000000000
0.1770744450     24620510.9592425227      0.0920000000      21.0100316537      0.1777417418      0.0000000000
0.1851969799     20141294.0951007754      0.0940000000      20.3299912657      0.1860102899      0.0000000000
0.1934726120     16585891.1011318620      0.0960000000      19.7456009699      0.1944436391      0.0000000000
0.2018916794     13740852.0668735597      0.0980000000      19.2395606910      0.2030323598      0.0000000000
0.2104451456     11447744.9851714745      0.1000000000      18.7983974243      0.2117676294      0.0000000000
0.2191245230      9587320.8419093397      0.1020000000      18.4114721818      0.2206411570      0.0000000000
0.2279218208      8068797.3001978556      0.1040000000      18.0702805657      0.2296451312      0.0000000000
0.2368294999      6822361.1016919948      0.1060000000      17.7679481627      0.2387721761      0.0000000000
0.2458404410      5793869.5979419341      0.1080000000      17.4988630784      0.2480153196      0.0000000000
0.2549479094      4941002.9349035379      0.1100000000      17.2584021435      0.2573679593      0.0000000000
0.2641455337      4230453.5433422923      0.1120000000      17.0427257723      0.2668238416      0.0000000000
0.2732837556      3644213.9646779187      0.1140000000      16.8514525846      0.2762292326      0.0000000000
0.2823187252      3158995.4918081365      0.1160000000      16.6816441438      0.2855386969      0.0000000000
0.2913189772      2751422.2665312965      0.1180000000      16.5289391223      0.2948225974      0.0000000000
0.3003007711      2406436.2202302953      0.1200000000      16.3907589193      0.3040976018      0.0000000000
0.3092715842      2112657.8948213994      0.1220000000      16.2651253007      0.3133713704      0.0000000000
0.3182355072      1861184.1459782387      0.1240000000      16.1504380449      0.3226480936      0.0000000000
0.3271949771      1644924.6073318531      0.1260000000      16.0453706729      0.3319302689      0.0000000000
0.3361515253      1458163.5461007298      0.1280000000      15.9488067700      0.3412194668      0.0000000000
0.3451061506      1296250.4188805518      0.1300000000      15.8597964950      0.3505167142      0.0000000000
0.3540595201      1155372.7295300888      0.1320000000      15.7775247447      0.3598226995      0.0000000000
0.3630120967      1032384.3505337649      0.1340000000      15.7012876977      0.3691379032      0.0000000000
0.3719642109       924673.4012790775      0.1360000000      15.6304732581      0.3784626720      0.0000000000
0.3809161095       830060.9328123131      0.1380000000      15.5645474734      0.3877972685      0.0000000000
0.3898679881       746719.5888904446      0.1400000000      15.5030413883      0.3971419044      0.0000000000
0.3988200115       673110.4094050525      0.1420000000      15.4455417989      0.4064967616      0.0000000000
0.4077723284       607931.9170097228      0.1440000000      15.3916834132      0.4158620074      0.0000000000
0.4167250835       550078.9672493679      0.1460000000      15.3411419420      0.4252378073      0.0000000000
0.4256784174       498610.0359107528      0.1480000000      15.2936285921      0.4346243240      0.0000000000
0.4346324784       452719.8489387311      0.1500000000      15.2488853276      0.4440217303      0.0000000000
0.4435874185       411717.7570317113      0.1520000000      15.2066812018      0.4534302050      0.0000000000
0.4525433987       375009.3609418927      0.1540000000      15.1668087150      0.4628499378      0.0000000000
0.4615005883       342081.6422925162      0.1560000000      15.1290811193      0.4722811294      0.0000000000
0.4704591641       312490.5155823628      0.1580000000      15.0933297146      0.4817239900      0.0000000000
0.4794193102       285850.7009491143      0.1600000000      15.0594021321      0.4911787394      0.0000000000
0.4883812179       261826.8654493208      0.1620000000      15.0271602023      0.5006456068      0.0000000000
0.4973450882       240126.5727227871      0.1640000000      14.9964783957      0.5101248334      0.0000000000
0.5063111090       220494.1065407499      0.1660000000      14.9672424429      0.5196166487      0.0000000000
0.5152794885       202705.3953589741      0.1680000000      14.9393483541      0.5291213052      0.0000000000
0.5242504290       186563.6443471290      0.1700000000      14.9127010150      0.5386390510      0.0000000000
0.5332241328       171895.6403607056      0.1720000000      14.8872134416      0.5481701361      0.0000000000
0.5422008005       158548.6425166098      0.1740000000      14.8628060215      0.5577148103      0.0000000000
0.5511806282       146387.6705416804      0.1760000000      14.8394056230      0.5672733208      0.0000000000
0.5601638063       135293.2135059454      0.1780000000      14.8169449634      0.5768459098      0.0000000000
0.5691505201       125159.3109244740      0.1800000000      14.7953623752      0.5864328162      0.0000000000
0.5781409454       115891.7697467700      0.1820000000      14.7746008000      0.5960342703      0.0000000000
0.5871352497       107406.7646350903      0.1840000000      14.7546076138      0.6056504948      0.0000000000
0.5961335882        99629.5841518526      0.1860000000      14.7353342691      0.6152817015      0.0000000000
0.6051361064        92493.4827476138      0.1880000000      14.7167358980      0.6249280925      0.0000000000
0.6141429339        85938.7873893448      0.1900000000      14.6987707448      0.6345898548      0.0000000000
0.6231541894        79912.0231609281      0.1920000000      14.6814003232      0.6442671648      0.0000000000
0.6321699867        74365.2323044101      0.1940000000      14.6645886520      0.6539601950      0.0000000000
0.6411903852        69255.3471278255      0.1960000000      14.6483025728      0.6636690606      0.0000000000
0.6502154666        64543.6008992687      0.1980000000      14.6325109632      0.6733939018      0.0000000000
0.6592452819        60195.0730467140      0.2000000000      14.6171849767      0.6831348269      0.0000000000
0.6682798634        56178.2817215168      0.2020000000      14.6022977462      0.6928919250      0.0000000000
0.6773192243        52464.7822471978      0.2040000000      14.5878241202      0.7026652649      0.0000000000
0.6863633575        49028.8576620744      0.2060000000      14.5737406104      0.7124548949      0.0000000000
0.6954122361        45847.2235643959      0.2080000000      14.5600252960      0.7222608421      0.0000000000
0.7044658125        42898.7718259430      0.2100000000      14.5466575661      0.7320831118      0.0000000000
0.7135240176        40164.3527316395      0.2120000000      14.5336182219      0.7419216863      0.0000000000
0.7225867612        37626.5678306182      0.2140000000      14.5208892158      0.7517765255      0.0000000000
0.7316539308        35269.5903392538      0.2160000000      14.5084535426      0.7616475651      0.0000000000
0.7407253927        33079.0185870936      0.2180000000      14.4962953720      0.7715347177      0.0000000000
0.7498009904        31041.7209796709      0.2200000000      14.4843996374      0.7814378715      0.0000000000
0.7588805458        29145.7182029875      0.2220000000      14.4727523043      0.7913568904      0.0000000000
0.7679638581        27380.0780667745      0.2240000000      14.4613400824      0.8012916133      0.0000000000
0.7770507048        25734.8020623280      0.2260000000      14.4501505147      0.8112418556      0.0000000000
0.7861408409        24200.7453563562      0.2280000000      14.4391717860      0.8212074068      0.0000000000
0.7952339918        22769.5323133946      0.2300000000      14.4283927234      0.8311880237      0.0000000000
0.8043298839        21433.4871836432      0.2320000000      14.4178027961      0.8411834633      0.0000000000
0.8134281993        20185.5713185954      0.2340000000      14.4073921076      0.8511934331      0.0000000000
0.8225286061        19019.3192058545      0.2360000000      14.3971512105      0.8612176242      0.0000000000
0.8316307514        17928.7933715406      0.2380000000      14.3870711825      0.8712557034      0.0000000000
0.8407342620        16908.5305914275      0.2400000000      14.3771436234      0.8813073138      0.0000000000
0.8498387432        15953.5068814994      0.2420000000      14.3673604645      0.8913720735      0.0000000000
0.8589437814        15059.0921318699      0.2440000000      14.3577141286      0.9014495779      0.0000000000
0.8680489426        14221.0224000111      0.2460000000      14.3481974156      0.9115393986      0.0000000000
0.8771537742        13435.3607271784      0.2480000000      14.3388033822      0.9216410844      0.0000000000
0.8862578051        12698.4765903675      0.2500000000      14.3295256033      0.9317541621      0.0000000000
0.8953605459        12007.0150929220      0.2520000000      14.3203578354      0.9418781358      0.0000000000
0.9044614938        11357.8764569847      0.2540000000      14.3112941504      0.9520124929      0.0000000000
0.9135601166        10748.1937434493      0.2560000000      14.3023289777      0.9621566856      0.0000000000
0.9226558780        10175.3135753267      0.2580000000      14.2934568842      0.9723101592      0.0000000000
0.9317482229         9636.7773823724      0.2600000000      14.2846728291      0.9824723356      0.0000000000
0.9408365795         9130.3100680448      0.2620000000      14.2759718911      0.9926426152      0.0000000000
0.9499203626         8653.7992046576      0.2640000000      14.2673494252      1.0028203815      0.0000000000
0.9589989731         8205.2869414762      0.2660000000      14.2588009824      1.0130049987      0.0000000000
0.9680717986         7782.9554526683      0.2680000000      14.2503223277      1.0231958135      0.0000000000
0.9771382140         7385.1165520756      0.2700000000      14.2419093815      1.0333921556      0.0000000000
0.9861975832         7010.2001573608      0.2720000000      14.2335582659      1.0435933392      0.0000000000
0.9952492587         6656.7482378796      0.2740000000      14.2252652952      1.0537986618      0.0000000000
1.0042925825         6323.4029838772      0.2760000000      14.2170268843      1.0640074069      0.0000000000
1.0133268872         6008.9021141610      0.2780000000      14.2088396293      1.0742188431      0.0000000000
1.0223514970         5712.0686756768      0.2800000000      14.2007003254      1.0844322264      0.0000000000
1.0313657270         5431.8069602120      0.2820000000      14.1926057732      1.0946467991      0.0000000000
1.0403688856         5167.0951540673      0.2840000000      14.1845530503      1.1048617922      0.0000000000
1.0493602747         4916.9806868431      0.2860000000      14.1765392763      1.1150764254      0.0000000000
1.0583391894         4680.5748046890      0.2880000000      14.1685616908      1.1252899074      0.0000000000
1.0673049205         4457.0473468048      0.2900000000      14.1606177105      1.1355014379      0.0000000000
1.0762567537         4245.6235722696      0.2920000000      14.1527047552      1.1457102070      0.0000000000
1.0851939798         4045.5795850764      0.2940000000      14.1448204329      1.1559154067      0.0000000000
1.0941158515         3856.2389926564      0.2960000000      14.1369624356      1.1661161815      0.0000000000
1.1030216712         3676.9684437366      0.2980000000      14.1291285365      1.1763117287      0.0000000000
1.1119107053         3507.1764336095      0.3000000000      14.1213166036      1.1865012002      0.0000000000
1.1207822273         3346.3090342125      0.3020000000      14.1135246009      1.1966837524      0.0000000000
1.1296355106         3193.8473221802      0.3040000000      14.1057505597      1.2068585370      0.0000000000
1.1384698290         3049.3057556036      0.3060000000      14.0979926070      1.2170247021      0.0000000000
1.1472844566         2912.2293098984      0.3080000000      14.0902489458      1.2271813920      0.0000000000
1.1560786699         2782.1912625733      0.3100000000      14.0825178504      1.2373277494      0.0000000000
1.1648517467         2658.7916096526      0.3120000000      14.0747976547      1.2474629146      0.0000000000
1.1736029683         2541.6551325547      0.3140000000      14.0670868080      1.2575860274      0.0000000000
1.1823316188         2430.4298765969      0.3160000000      14.0593837699      1.2676962265      0.0000000000
1.1910369863         2324.7852396463      0.3180000000      14.0516871083      1.2777926515      0.0000000000
1.1997183636         2224.4108580690      0.3200000000      14.0439953995      1.2878744428      0.0000000000
1.2083750485         2129.0153369841      0.3220000000      14.0363073633      1.2979407421      0.0000000000
1.2170063438         2038.3245311933      0.3240000000      14.0286216780      1.3079906932      0.0000000000
1.2256115590         1952.0811797837      0.3260000000      14.0209371598      1.3180234431      0.0000000000
1.2341900096         1870.0430887636      0.3280000000      14.0132526448      1.3280381418      0.0000000000
1.2427410187         1791.9824073000      0.3300000000      14.0055670358      1.3380339437      0.0000000000
1.2512639161         1717.6849744324      0.3320000000      13.9978792624      1.3480100072      0.0000000000
1.2597580399         1646.9490565426      0.3340000000      13.9901883179      1.3579654959      0.0000000000
1.2682227363         1579.5847804003      0.3360000000      13.9824932571      1.3678995790      0.0000000000
1.2766573605         1515.4132255354      0.3380000000      13.9747931439      1.3778114320      0.0000000000
1.2850612764         1454.2659487401      0.3400000000      13.9670871379      1.3877002368      0.0000000000
1.2934338575         1395.9842367620      0.3420000000      13.9593744104      1.3975651822      0.0000000000
1.3017744867         1340.4183903520      0.3440000000      13.9516541443      1.4074054646      0.0000000000
1.3100825577         1287.4271643872      0.3460000000      13.9439256399      1.4172202886      0.0000000000
1.3183574739         1236.8775140422      0.3480000000      13.9361881644      1.4270088670      0.0000000000
1.3265986498         1188.6438245092      0.3500000000      13.9284410681      1.4367704215      0.0000000000
1.3348055105         1142.6076399669      0.3520000000      13.9206837251      1.4465041825      0.0000000000
1.3429774926         1098.6569403645      0.3540000000      13.9129155497      1.4562093906      0.0000000000
1.3511140441         1056.6861235569      0.3560000000      13.9051359797      1.4658852961      0.0000000000
1.3592146242         1016.5953452655      0.3580000000      13.8973444796      1.4755311591      0.0000000000
1.3672787047          978.2902815890      0.3600000000      13.8895405912      1.4851462512      0.0000000000
1.3753057688          941.6818359713      0.3620000000      13.8817238305      1.4947298538      0.0000000000
1.3832953125          906.6857045648      0.3640000000      13.8738937955      1.5042812606      0.0000000000
1.3912468431          873.2222511512      0.3660000000      13.8660500662      1.5137997751      0.0000000000
1.3991598815          841.2161328080      0.3680000000      13.8581923034      1.5232847141      0.0000000000
1.4070339603          810.5959744087      0.3700000000      13.8503201251      1.5327354050      0.0000000000
1.4148686258          781.2943843321      0.3720000000      13.8424332650      1.5421511886      0.0000000000
1.4226634362          753.2474124539      0.3740000000      13.8345314087      1.5515314171      0.0000000000
1.4304179631          726.3946258639      0.3760000000      13.8266143172      1.5608754555      0.0000000000
1.4381317907          700.6787687711      0.3780000000      13.8186817438      1.5701826811      0.0000000000
1.4458045163          676.0455363498      0.3800000000      13.8107334871      1.5794524849      0.0000000000
1.4534357500          652.4435341934      0.3820000000      13.8027693417      1.5886842697      0.0000000000
1.4610251155          629.8240368193      0.3840000000      13.7947891575      1.5978774525      0.0000000000
1.4685722489          608.1408272934      0.3860000000      13.7867927937      1.6070314628      0.0000000000
1.4760767997          587.3501045079      0.3880000000      13.7787801345      1.6161457437      0.0000000000
1.4835384303          567.4103088777      0.3900000000      13.7707510505      1.6252197517      0.0000000000
1.4909568160          548.2820172331      0.3920000000      13.7627054920      1.6342529565      0.0000000000
1.4983316453          529.9278302571      0.3940000000      13.7546433819      1.6432448415      0.0000000000
1.5056626193          512.3122063760      0.3960000000      13.7465646642      1.6521949038      0.0000000000
1.5129494523          495.4014505316      0.3980000000      13.7384693349      1.6611026539      0.0000000000
1.5201918710          479.1635347051      0.4000000000      13.7303573782      1.6699676160      0.0000000000
1.5273896151          463.5680590399      0.4020000000      13.7222287892      1.6787893277      0.0000000000
1.5345424367          448.5861140368      0.4040000000      13.7140836168      1.6875673407      0.0000000000
1.5416501008          434.1902280523      0.4060000000      13.7059218587      1.6963012201      0.0000000000
1.5487123843          420.3543167780      0.4080000000      13.6977436032      1.7049905441      0.0000000000
1.5557290766          407.0535569263      0.4100000000      13.6895489036      1.7136349052      0.0000000000
1.5626999797          394.2643394198      0.4120000000      13.6813378499      1.7222339091      0.0000000000
1.5696249072          381.9642173613      0.4140000000      13.6731105199      1.7307871749      0.0000000000
1.5765036849          370.1318302713      0.4160000000      13.6648670362      1.7392943355      0.0000000000
1.5833361502          358.7468550362      0.4180000000      13.6566075085      1.7477550364      0.0000000000
1.5901221524          347.7899480949      0.4200000000      13.6483320672      1.7561689370      0.0000000000
1.5968615523          337.2426756918      0.4220000000      13.6400408609      1.7645357099      0.0000000000
1.6035542220          327.0875057013      0.4240000000      13.6317340375      1.7728550403      0.0000000000
1.6102000448          317.3077347019      0.4260000000      13.6234117522      1.7811266268      0.0000000000
1.6167989153          307.8874331195      0.4280000000      13.6150741886      1.7893501809      0.0000000000
1.6233507387          298.8114366154      0.4300000000      13.6067215214      1.7975254266      0.0000000000
1.6298554312          290.0652942583      0.4320000000      13.5983539450      1.8056521009      0.0000000000
1.6363129194          281.6352301901      0.4340000000      13.5899716427      1.8137299529      0.0000000000
1.6427231403          273.5080857813      0.4360000000      13.5815748431      1.8217587447      0.0000000000
1.6490860413          265.6713411290      0.4380000000      13.5731637437      1.8297382501      0.0000000000
1.6554015797          258.1130374598      0.4400000000      13.5647385742      1.8376682555      0.0000000000
1.6616697227          250.8217687745      0.4420000000      13.5562995591      1.8455485591      0.0000000000
1.6678904476          243.7866411680      0.4440000000      13.5478469344      1.8533789716      0.0000000000
1.6740637399          236.9972744866      0.4460000000      13.5393809447      1.8611593135      0.0000000000
1.6801895959          230.4437414161      0.4480000000      13.5309018246      1.8688894188      0.0000000000
1.6862680202          224.1165735837      0.4500000000      13.5224098408      1.8765691323      0.0000000000
1.6922990270          218.0067050987      0.4520000000      13.5139052440      1.8841983102      0.0000000000
1.6982826384          212.1055159444      0.4540000000      13.5053882968      1.8917768192      0.0000000000
1.7042188859          206.4047286012      0.4560000000      13.4968592479      1.8993045374      0.0000000000
1.7101078089          200.8964486810      0.4580000000      13.4883184055      1.9067813538      0.0000000000
1.7159494550          195.5731482416      0.4600000000      13.4797660119      1.9142071674      0.0000000000
1.7217438801          190.4275871238      0.4620000000      13.4712023540      1.9215818882      0.0000000000
1.7274911477          185.4528807994      0.4640000000      13.4626277217      1.9289054360      0.0000000000
1.7331913289          180.6424282458      0.4660000000      13.4540423891      1.9361777408      0.0000000000
1.7388445026          175.9899121433      0.4680000000      13.4454466501      1.9433987427      0.0000000000
1.7444507544          171.4892959537      0.4700000000      13.4368407916      1.9505683913      0.0000000000
1.7500101775          167.1347925329      0.4720000000      13.4282251109      1.9576866457      0.0000000000
1.7555228717          162.9208679690      0.4740000000      13.4195998835      1.9647534744      0.0000000000
1.7609889436          158.8422238822      0.4760000000      13.4109654302      1.9717688552      0.0000000000
1.7664085064          154.8937887373      0.4780000000      13.4023220370      1.9787327749      0.0000000000
1.7717816794          151.0706954304      0.4800000000      13.3936700001      1.9856452289      0.0000000000
1.7771085885          147.3682944671      0.4820000000      13.3850096262      1.9925062214      0.0000000000
1.7823893652          143.7821216171      0.4840000000      13.3763412169      1.9993157653      0.0000000000
1.7876241470          140.3078966219      0.4860000000      13.3676650669      2.0060738813      0.0000000000
1.7928130770          136.9415294857      0.4880000000      13.3589814853      2.0127805985      0.0000000000
1.7979563038          133.6790840244      0.4900000000      13.3502907732      2.0194359540      0.0000000000
1.8030539814          130.5167947858      0.4920000000      13.3415932394      2.0260399926      0.0000000000
1.8081062687          127.4510492031      0.4940000000      13.3328891813      2.0325927666      0.0000000000
1.8131133299          124.4783811358      0.4960000000      13.3241789021      2.0390943359      0.0000000000
1.8180753336          121.5954633446      0.4980000000      13.3154627102      2.0455447674      0.0000000000
1.8229924535          118.7991058366      0.5000000000      13.3067409026      2.0519441353      0.0000000000
1.8278648674          116.0862467011      0.5020000000      13.2980137920      2.0582925205      0.0000000000
