# M(M_sol)                 Lambda          n_Bc(fm^-3)         R(km)            m_B(M_sol)        m_Bquar/M_B
0.1543419257     15782827.5708194841      0.1560000000      18.2640806333      0.1545840116      0.0000000000
0.1590501729     13468180.9214787111      0.1580000000      17.7565581724      0.1593612175      0.0000000000
0.1639390933     11509220.7915821690      0.1600000000      17.2944648466      0.1643256267      0.0000000000
0.1690086481      9849135.2617598716      0.1620000000      16.8731478500      0.1694776141      0.0000000000
0.1742587044      8440556.7217280325      0.1640000000      16.4885066803      0.1748174721      0.0000000000
0.1796890994      7243899.4367305031      0.1660000000      16.1369208003      0.1803454750      0.0000000000
0.1852995469      6226014.9502309300      0.1680000000      15.8151865055      0.1860617839      0.0000000000
0.1910896455      5359103.5813467503      0.1700000000      15.5204587790      0.1919664541      0.0000000000
0.1970589537      4619828.0320540518      0.1720000000      15.2502126658      0.1980595116      0.0000000000
0.2032068811      3988571.2850663685      0.1740000000      15.0021946544      0.2043408409      0.0000000000
0.2095327958      3448830.7451821505      0.1760000000      14.7743958560      0.2108102947      0.0000000000
0.2160359452      2986715.9282616130      0.1780000000      14.5650216051      0.2174676121      0.0000000000
0.2227154823      2590515.0007293671      0.1800000000      14.3724596597      0.2243124449      0.0000000000
0.2295704745      2250351.9745284715      0.1820000000      14.1952652806      0.2313443661      0.0000000000
0.2365998714      1957887.1130745967      0.1840000000      14.0321368269      0.2385628355      0.0000000000
0.2438025495      1706072.1830281084      0.1860000000      13.8819031542      0.2459672460      0.0000000000
0.2511772361      1488944.6210826316      0.1880000000      13.7435033662      0.2535568438      0.0000000000
0.2587226001      1301455.0913487514      0.1900000000      13.6159808461      0.2613308210      0.0000000000
0.2664371875      1139322.1379330305      0.1920000000      13.4984673226      0.2692882489      0.0000000000
0.2743194587       998912.4567778680      0.1940000000      13.3901760997      0.2774281151      0.0000000000
0.2823677397       877137.6345930728      0.1960000000      13.2903891553      0.2857492726      0.0000000000
0.2905802795       771370.8632442682      0.1980000000      13.1984548055      0.2942504983      0.0000000000
0.2989552174       679374.0249426401      0.2000000000      13.1137777320      0.3029304575      0.0000000000
0.3074905927       599238.6222882577      0.2020000000      13.0358145355      0.3117877143      0.0000000000
0.3161843203       529334.2660611559      0.2040000000      12.9640654144      0.3208207040      0.0000000000
0.3250342593       468267.5118556370      0.2060000000      12.8980764924      0.3300278043      0.0000000000
0.3340381347       414844.8236051074      0.2080000000      12.8374278488      0.3394072526      0.0000000000
0.3431936017       368043.2319415933      0.2100000000      12.7817358144      0.3489572121      0.0000000000
0.3524982160       326984.5126152417      0.2120000000      12.7306468609      0.3586757394      0.0000000000
0.3619494282       290913.6648315905      0.2140000000      12.6838339478      0.3685607784      0.0000000000
0.3715446054       259180.9211478539      0.2160000000      12.6409957670      0.3786101812      0.0000000000
0.3812810437       231226.3635166474      0.2180000000      12.6018552339      0.3888217205      0.0000000000
0.3911559553       206566.7327793617      0.2200000000      12.5661559024      0.3991930753      0.0000000000
0.4011664631       184784.4200714256      0.2220000000      12.5336595755      0.4097218238      0.0000000000
0.4113096127       165518.0870168768      0.2240000000      12.5041452396      0.4204054554      0.0000000000
0.4215823879       148454.6942205166      0.2260000000      12.4774087432      0.4312413858      0.0000000000
0.4319817006       133322.6777084668      0.2280000000      12.4532601641      0.4422269457      0.0000000000
0.4425044068       119886.1544301479      0.2300000000      12.4315237382      0.4533593965      0.0000000000
0.4531472729       107939.9125441923      0.2320000000      12.4120334546      0.4646358937      0.0000000000
0.4639070485        97305.3199467984      0.2340000000      12.3946380840      0.4760535635      0.0000000000
0.4747804093        87826.5549737624      0.2360000000      12.3791948710      0.4876094411      0.0000000000
0.4857639668        79367.5800851331      0.2380000000      12.3655694064      0.4993004801      0.0000000000
0.4968543221        71809.5171790578      0.2400000000      12.3536390714      0.5111236091      0.0000000000
0.5080480172        65048.2931124467      0.2420000000      12.3432877524      0.5230756787      0.0000000000
0.5193415457        58992.6957835103      0.2440000000      12.3344058918      0.5351534728      0.0000000000
0.5307313996        53562.7317089425      0.2460000000      12.3268936036      0.5473537574      0.0000000000
0.5422140125        48688.1057242769      0.2480000000      12.3206548015      0.5596732186      0.0000000000
0.5537858137        44307.0112398167      0.2500000000      12.3156012149      0.5721085216      0.0000000000
0.5654432047        40365.0228908652      0.2520000000      12.3116494633      0.5846562828      0.0000000000
0.5771825709        36814.1638270050      0.2540000000      12.3087213857      0.5973130836      0.0000000000
0.5890002862        33612.0909901148      0.2560000000      12.3067436426      0.6100754733      0.0000000000
0.6008927170        30721.3940340720      0.2580000000      12.3056475170      0.6229399743      0.0000000000
0.6128562238        28108.9818758930      0.2600000000      12.3053683894      0.6359030819      0.0000000000
0.6248871689        25745.5526979490      0.2620000000      12.3058457475      0.6489612736      0.0000000000
0.6369819163        23605.1278128982      0.2640000000      12.3070226211      0.6621110077      0.0000000000
0.6491368349        21664.6532325330      0.2660000000      12.3088453214      0.6753487269      0.0000000000
0.6613483055        19903.6457428177      0.2680000000      12.3112635626      0.6886708650      0.0000000000
0.6736127273        18303.8889747115      0.2700000000      12.3142298731      0.7020738545      0.0000000000
0.6859265001        16849.1657201790      0.2720000000      12.3176999272      0.7155541064      0.0000000000
0.6982860634        15525.0208589768      0.2740000000      12.3216320666      0.7291080529      0.0000000000
0.7106878646        14318.5575911543      0.2760000000      12.3259863329      0.7427321123      0.0000000000
0.7231283814        13218.2576594358      0.2780000000      12.3307254299      0.7564227136      0.0000000000
0.7356041295        12213.8255769977      0.2800000000      12.3358151760      0.7701763051      0.0000000000
0.7481116472        11296.0486408485      0.2820000000      12.3412226414      0.7839893370      0.0000000000
0.7606475008        10456.6714570843      0.2840000000      12.3469161769      0.7978582674      0.0000000000
0.7732083049         9688.2952276935      0.2860000000      12.3528671530      0.8117795850      0.0000000000
0.7857907097         8984.2776279991      0.2880000000      12.3590482618      0.8257497950      0.0000000000
0.7983913986         8338.6511478722      0.2900000000      12.3654330882      0.8397654162      0.0000000000
0.8110071136         7746.0526785678      0.2920000000      12.3719982876      0.8538230101      0.0000000000
0.8236346224         7201.6517613173      0.2940000000      12.3787199825      0.8679191438      0.0000000000
0.8362707542         6701.0992062378      0.2960000000      12.3855771192      0.8820504300      0.0000000000
0.8489123869         6240.4723213843      0.2980000000      12.3925498527      0.8962135139      0.0000000000
0.8615564436         5816.2312583218      0.3000000000      12.3996191255      0.9104050683      0.0000000000
0.8741998886         5425.1782234138      0.3020000000      12.4067659710      0.9246217903      0.0000000000
0.8868397667         5064.4226643163      0.3040000000      12.4139750973      0.9388604451      0.0000000000
0.8994731500         4731.3481976243      0.3060000000      12.4212296393      0.9531178071      0.0000000000
0.9120971810         4423.5860188381      0.3080000000      12.4285151356      0.9673907080      0.0000000000
0.9247090543         4138.9886607518      0.3100000000      12.4358175992      0.9816760176      0.0000000000
0.9373060256         3875.6081536061      0.3120000000      12.4431242452      0.9959706537      0.0000000000
0.9498854036         3631.6753964092      0.3140000000      12.4504225187      1.0102715730      0.0000000000
0.9624445583         3405.5835281032      0.3160000000      12.4577009735      1.0245757818      0.0000000000
0.9749809215         3195.8704844484      0.3180000000      12.4649489427      1.0388803364      0.0000000000
0.9874919831         3001.2063380103      0.3200000000      12.4721563738      1.0531823396      0.0000000000
0.9999752947         2820.3792211118      0.3220000000      12.4793139120      1.0674789455      0.0000000000
1.0124284679         2652.2846152155      0.3240000000      12.4864127353      1.0817673575      0.0000000000
1.0248491756         2495.9146116786      0.3260000000      12.4934445375      1.0960448306      0.0000000000
1.0372351536         2350.3494144255      0.3280000000      12.5004018476      1.1103086740      0.0000000000
1.0495841980         2214.7482051911      0.3300000000      12.5072774672      1.1245562482      0.0000000000
1.0618941669         2088.3425646818      0.3320000000      12.5140648439      1.1387849678      0.0000000000
1.0741629795         1970.4290766331      0.3340000000      12.5207577693      1.1529923009      0.0000000000
1.0863886178         1860.3637613292      0.3360000000      12.5273506981      1.1671757717      0.0000000000
1.0985691212         1757.5563828272      0.3380000000      12.5338380757      1.1813329546      0.0000000000
1.1107025959         1661.4658032897      0.3400000000      12.5402153864      1.1954614860      0.0000000000
1.1227872038         1571.5953041031      0.3420000000      12.5464778520      1.2095590514      0.0000000000
1.1348211685         1487.4889093106      0.3440000000      12.5526215543      1.2236233938      0.0000000000
1.1468027746         1408.7274777517      0.3460000000      12.5586427298      1.2376523128      0.0000000000
1.1587303646         1334.9256044307      0.3480000000      12.5645378838      1.2516436616      0.0000000000
1.1706023383         1265.7286163284      0.3500000000      12.5703036567      1.2655953473      0.0000000000
1.1824171582         1200.8099670222      0.3520000000      12.5759375049      1.2795053373      0.0000000000
1.1941733388         1139.8687545817      0.3540000000      12.5814365347      1.2933716477      0.0000000000
1.2058694586         1082.6275582407      0.3560000000      12.5867988787      1.3071923577      0.0000000000
1.2175041437         1028.8303659913      0.3580000000      12.5920219897      1.3209655909      0.0000000000
1.2290760822          978.2409058884      0.3600000000      12.5971042868      1.3346895333      0.0000000000
1.2405840140          930.6408440028      0.3620000000      12.6020440384      1.3483624208      0.0000000000
1.2520267329          885.8283933749      0.3640000000      12.6068397493      1.3619825435      0.0000000000
1.2634030894          843.6169088643      0.3660000000      12.6114905501      1.3755482484      0.0000000000
1.2747119814          803.8336507373      0.3680000000      12.6159951714      1.3890579299      0.0000000000
1.2859523608          766.3186463663      0.3700000000      12.6203528281      1.4025100374      0.0000000000
1.2971232285          730.9236690216      0.3720000000      12.6245627429      1.4159030703      0.0000000000
1.3082236360          697.5112503198      0.3740000000      12.6286243879      1.4292355804      0.0000000000
1.3192526843          665.9539362719      0.3760000000      12.6325374858      1.4425061708      0.0000000000
1.3302095219          636.1333675799      0.3780000000      12.6363018786      1.4557134944      0.0000000000
1.3410933401          607.9396035462      0.3800000000      12.6399170241      1.4688562486      0.0000000000
1.3519033830          581.2705146569      0.3820000000      12.6433833822      1.4819331878      0.0000000000
1.3626389350          556.0311238932      0.3840000000      12.6467009506      1.4949431088      0.0000000000
1.3732993254          532.1330471060      0.3860000000      12.6498699233      1.5078848568      0.0000000000
1.3838839259          509.4940495810      0.3880000000      12.6528905638      1.5207573231      0.0000000000
1.3943921547          488.0375392061      0.3900000000      12.6557637660      1.5335594500      0.0000000000
1.4048234626          467.6921138456      0.3920000000      12.6584894743      1.5462902150      0.0000000000
1.4151773471          448.3912277937      0.3940000000      12.6610685089      1.5589486479      0.0000000000
1.4254533423          430.0727995943      0.3960000000      12.6635015180      1.5715338191      0.0000000000
1.4356510242          412.6788947146      0.3980000000      12.6657896354      1.5840448466      0.0000000000
1.4457699987          396.1553987577      0.4000000000      12.6679331516      1.5964808814      0.0000000000
1.4558099149          380.4517774203      0.4020000000      12.6699333376      1.6088411246      0.0000000000
1.4657704537          365.5207748191      0.4040000000      12.6717910615      1.6211248134      0.0000000000
