# M(M_sol)                 Lambda          n_Bc(fm^-3)         R(km)            m_B(M_sol)        m_Bquar/M_B
0.1503132353     27078754.0666457526      0.1340000000      20.6759438074      0.1504955395      0.0000000000
0.1540521943     23680075.7019696571      0.1360000000      20.1163377700      0.1542844983      0.0000000000
0.1579102144     20729236.5621489845      0.1380000000      19.6003785925      0.1581964290      0.0000000000
0.1618888488     18163147.9200186916      0.1400000000      19.1238137108      0.1622331183      0.0000000000
0.1659896447     15928650.3580364138      0.1420000000      18.6829182351      0.1663963565      0.0000000000
0.1702140714     13980621.0789438430      0.1440000000      18.2744110324      0.1706878648      0.0000000000
0.1745635628     12280585.7569956928      0.1460000000      17.8953919807      0.1751093385      0.0000000000
0.1790394844     10795598.7924513500      0.1480000000      17.5432878275      0.1796624139      0.0000000000
0.1836431793      9497360.7922471873      0.1500000000      17.2158082179      0.1843487142      0.0000000000
0.1883758866      8361492.8170691617      0.1520000000      16.9109067345      0.1891697674      0.0000000000
0.1932388041      7366943.6732118512      0.1540000000      16.6267488836      0.1941270698      0.0000000000
0.1982330804      6495508.6764943562      0.1560000000      16.3616876174      0.1992220777      0.0000000000
0.2033597547      5731416.9058339195      0.1580000000      16.1142364189      0.2044561464      0.0000000000
0.2086198308      5060988.6820544126      0.1600000000      15.8830542329      0.2098306053      0.0000000000
0.2140142143      4472347.5479855575      0.1620000000      15.6669251047      0.2153466938      0.0000000000
0.2195437469      3955169.8579981695      0.1640000000      15.4647460911      0.2210055962      0.0000000000
0.2252091688      3500475.9754034095      0.1660000000      15.2755129872      0.2268084030      0.0000000000
0.2310111748      3100447.9465269609      0.1680000000      15.0983102274      0.2327561685      0.0000000000
0.2369503373      2748276.1309787412      0.1700000000      14.9323012695      0.2388498311      0.0000000000
0.2430271664      2438024.5348036359      0.1720000000      14.7767206492      0.2450902751      0.0000000000
0.2492420491      2164515.7693941309      0.1740000000      14.6308657477      0.2514782680      0.0000000000
0.2555953085      1923231.1152355252      0.1760000000      14.4940914591      0.2580145208      0.0000000000
0.2620871734      1710225.1955065338      0.1780000000      14.3658044601      0.2646996566      0.0000000000
0.2687177548      1522049.9355609107      0.1800000000      14.2454561032      0.2715341857      0.0000000000
0.2754870970      1355692.4608275739      0.1820000000      14.1325422123      0.2785185584      0.0000000000
0.2823951187      1208516.2160657693      0.1840000000      14.0265943824      0.2856531036      0.0000000000
0.2894416608      1078214.9013374709      0.1860000000      13.9271806997      0.2929380771      0.0000000000
0.2966264478       962768.2806851674      0.1880000000      13.8338990145      0.3003736223      0.0000000000
0.3039491140       860406.9633172069      0.1900000000      13.7463771408      0.3079597961      0.0000000000
0.3114091909       769579.6650751549      0.1920000000      13.6642686695      0.3156965551      0.0000000000
0.3190060988       688925.6192494904      0.1940000000      13.5872504018      0.3235837471      0.0000000000
0.3267391779       617250.9376598364      0.1960000000      13.5150227082      0.3316211420      0.0000000000
0.3346076396       553506.8353451228      0.1980000000      13.4473039476      0.3398083812      0.0000000000
0.3426106221       496772.1695859661      0.2000000000      13.3838330786      0.3481450342      0.0000000000
0.3507471492       446236.9240756107      0.2020000000      13.3243649850      0.3566305557      0.0000000000
0.3590161415       401188.4561773018      0.2040000000      13.2686698740      0.3652642959      0.0000000000
0.3674164384       360999.6370213590      0.2060000000      13.2165337842      0.3740455233      0.0000000000
0.3759467542       325117.8384667753      0.2080000000      13.1677539253      0.3829733780      0.0000000000
0.3846057420       293056.2702491161      0.2100000000      13.1221425609      0.3920469373      0.0000000000
0.3933919285       264385.3730736020      0.2120000000      13.0795208689      0.4012651476      0.0000000000
0.4023037690       238726.1989816802      0.2140000000      13.0397223715      0.4106268805      0.0000000000
0.4113396255       215744.1090084156      0.2160000000      13.0025901626      0.4201309093      0.0000000000
0.4204977566       195143.2976152977      0.2180000000      12.9679754574      0.4297758978      0.0000000000
0.4297763475       176662.2477656070      0.2200000000      12.9357388390      0.4395604309      0.0000000000
0.4391735031       160069.6186969339      0.2220000000      12.9057494352      0.4494830064      0.0000000000
0.4486872313       145160.4467829867      0.2240000000      12.8778822866      0.4595420169      0.0000000000
0.4583154720       131753.2263136784      0.2260000000      12.8520204690      0.4697357793      0.0000000000
0.4680560852       119686.9820916455      0.2280000000      12.8280531868      0.4800625220      0.0000000000
0.4779068563       108818.8861381218      0.2300000000      12.8058756012      0.4905203890      0.0000000000
0.4878655009        99022.1295949919      0.2320000000      12.7853886311      0.5011074446      0.0000000000
0.4979296700        90184.0503440073      0.2340000000      12.7664988027      0.5118216781      0.0000000000
0.5080969433        82204.4628710057      0.2360000000      12.7491171214      0.5226609961      0.0000000000
0.5183648387        74994.2278681353      0.2380000000      12.7331591842      0.5336232312      0.0000000000
0.5287308244        68473.9991020722      0.2400000000      12.7185457851      0.5447061551      0.0000000000
0.5391923043        62573.0594623571      0.2420000000      12.7052010843      0.5559074615      0.0000000000
0.5497466307        57228.3548526885      0.2440000000      12.6930531385      0.5672247794      0.0000000000
0.5603911167        52383.6468894907      0.2460000000      12.6820344832      0.5786556853      0.0000000000
0.5711230225        47988.7032177195      0.2480000000      12.6720804583      0.5901976884      0.0000000000
0.5819395618        43998.6329976853      0.2500000000      12.6631292450      0.6018482363      0.0000000000
0.5928379203        40373.3193397548      0.2520000000      12.6551230720      0.6136047343      0.0000000000
0.6038152461        37076.8520979451      0.2540000000      12.6480067445      0.6254645350      0.0000000000
0.6148686480        34077.0714392134      0.2560000000      12.6417271624      0.6374249349      0.0000000000
0.6259952194        31345.1821953101      0.2580000000      12.6362351489      0.6494832007      0.0000000000
0.6371920157        28855.3386605785      0.2600000000      12.6314825526      0.6616365435      0.0000000000
0.6484560798        26584.3645668569      0.2620000000      12.6274244892      0.6738821464      0.0000000000
0.6597844353        24511.4454527483      0.2640000000      12.6240181785      0.6862171563      0.0000000000
0.6711740886        22617.8763838200      0.2660000000      12.6212227164      0.6986386862      0.0000000000
0.6826220349        20886.8369129858      0.2680000000      12.6189992085      0.7111438206      0.0000000000
0.6941252631        19303.1914087849      0.2700000000      12.6173108023      0.7237296212      0.0000000000
0.7056807540        17853.3115844861      0.2720000000      12.6161223150      0.7363931239      0.0000000000
0.7172854890        16524.9158808835      0.2740000000      12.6154003559      0.7491313486      0.0000000000
0.7289364503        15306.9317082479      0.2760000000      12.6151132969      0.7619412984      0.0000000000
0.7406306193        14189.3625135648      0.2780000000      12.6152305490      0.7748199583      0.0000000000
0.7523649913        13163.1873644380      0.2800000000      12.6157236973      0.7877643107      0.0000000000
0.7641365639        12220.2499735412      0.2820000000      12.6165650621      0.8007713224      0.0000000000
0.7759423529        11353.1782932851      0.2840000000      12.6177287982      0.8138379619      0.0000000000
0.7877793854        10555.3005861553      0.2860000000      12.6191901371      0.8269611921      0.0000000000
0.7996447073         9820.5750352936      0.2880000000      12.6209254875      0.8401379777      0.0000000000
0.8115353892         9143.5280777978      0.2900000000      12.6229125118      0.8533652925      0.0000000000
0.8234485075         8519.1973264393      0.2920000000      12.6251298907      0.8666400977      0.0000000000
0.8353811774         7943.0788130035      0.2940000000      12.6275572440      0.8799593787      0.0000000000
0.8473305396         7411.0846661270      0.2960000000      12.6301755378      0.8933201305      0.0000000000
0.8592937591         6919.5000604825      0.2980000000      12.6329663336      0.9067193561      0.0000000000
0.8712680366         6464.9490026594      0.3000000000      12.6359125703      0.9201540797      0.0000000000
0.8832505972         6044.3577534797      0.3020000000      12.6389972616      0.9336213336      0.0000000000
0.8952387094         5654.9311649694      0.3040000000      12.6422051764      0.9471181799      0.0000000000
0.9072296706         5294.1209716638      0.3060000000      12.6455211919      0.9606416945      0.0000000000
0.9192208205         4959.6054846357      0.3080000000      12.6489313693      0.9741889818      0.0000000000
0.9312095342         4649.2665494591      0.3100000000      12.6524221721      0.9877571677      0.0000000000
