# M(M_sol)                Lambda           n_Bc(fm^-3)          R(km)           m_B(M_sol)       m_Bquar/M_B
0.1525766118     32139074.1110373177      0.1176800000      21.6594332728      0.1527952335      0.0000000000
0.1565871220     28025198.6801066585      0.1196800000      21.0522226312      0.1568602243      0.0000000000
0.1606689526     24506422.0776788704      0.1216800000      20.5013272447      0.1609999853      0.0000000000
0.1648246878     21482533.0200728551      0.1236800000      19.9993596530      0.1652172559      0.0000000000
0.1690560334     18873876.4017948993      0.1256800000      19.5402832188      0.1695138924      0.0000000000
0.1733634297     16615718.0829302818      0.1276800000      19.1190408432      0.1738904903      0.0000000000
0.1777478524     14655271.1427631658      0.1296800000      18.7313850679      0.1783481772      0.0000000000
0.1822093241     12948630.0406681001      0.1316800000      18.3736650093      0.1828871345      0.0000000000
0.1867492930     11459672.8642516378      0.1336800000      18.0428073636      0.1875089618      0.0000000000
0.1913675760     10157641.1442468725      0.1356800000      17.7360926702      0.1922136402      0.0000000000
0.1960646930      9016815.0393170863      0.1376800000      17.4511858077      0.1970018518      0.0000000000
0.2008411028      8015399.2231938243      0.1396800000      17.1860457154      0.2018742204      0.0000000000
0.2056968603      7134752.0569720576      0.1416800000      16.9388600806      0.2068309719      0.0000000000
0.2106323471      6359052.9028653875      0.1436800000      16.7080469927      0.2118726591      0.0000000000
0.2156479029      5674745.8410544619      0.1456800000      16.4922052492      0.2169997959      0.0000000000
0.2207438328      5070184.5880439347      0.1476800000      16.2900891265      0.2222128648      0.0000000000
0.2259204061      4535330.5346952295      0.1496800000      16.1005864296      0.2275123151      0.0000000000
0.2311772221      4061385.1831408874      0.1516800000      15.9226617077      0.2328979354      0.0000000000
0.2365154548      3641057.5105575067      0.1536800000      15.7554814907      0.2383710767      0.0000000000
0.2419343386      3267651.2596864533      0.1556800000      15.5981799713      0.2439311710      0.0000000000
0.2474346568      2935638.5336559401      0.1576800000      15.4500697806      0.2495791875      0.0000000000
0.2530156322      2639945.7817505077      0.1596800000      15.3104335941      0.2553145517      0.0000000000
0.2586782712      2376439.4020906468      0.1616800000      15.1787318567      0.2611384582      0.0000000000
0.2644220541      2141279.2161026541      0.1636800000      15.0543818730      0.2670505923      0.0000000000
0.2702470349      1931195.4308444448      0.1656800000      14.9368880342      0.2730512096      0.0000000000
0.2761537821      1743389.8305433502      0.1676800000      14.8258333038      0.2791410766      0.0000000000
0.2821414419      1575237.0272039324      0.1696800000      14.7207476624      0.2853195538      0.0000000000
0.2882102720      1424562.6376786230      0.1716800000      14.6212680334      0.2915871048      0.0000000000
0.2943604349      1289448.6030932027      0.1736800000      14.5270619266      0.2979440980      0.0000000000
0.3005915591      1168149.8759444554      0.1756800000      14.4377887567      0.3043903768      0.0000000000
0.3069035030      1059154.5669339795      0.1776800000      14.3531508297      0.3109260124      0.0000000000
0.3132958487       961106.6846187586      0.1796800000      14.2728563665      0.3175508043      0.0000000000
0.3197686352       872849.3795533105      0.1816800000      14.1966678732      0.3242650043      0.0000000000
0.3263220722       793370.8783787015      0.1836800000      14.1243803671      0.3310690328      0.0000000000
0.3329547262       721657.2295907633      0.1856800000      14.0556955603      0.3379616886      0.0000000000
0.3396674181       656970.7928620180      0.1876800000      13.9904878250      0.3449439961      0.0000000000
0.3464591201       598534.0605990528      0.1896800000      13.9285207815      0.3520151552      0.0000000000
0.3533294543       545701.5132535829      0.1916800000      13.8696181084      0.3591750070      0.0000000000
0.3602782094       497909.7754858553      0.1936800000      13.8136295120      0.3664235567      0.0000000000
0.3673049191       454644.2387566620      0.1956800000      13.7604003262      0.3737605566      0.0000000000
0.3744088831       415436.7313096806      0.1976800000      13.7097719577      0.3811855284      0.0000000000
0.3815895726       379880.2757023707      0.1996800000      13.6616094994      0.3886981616      0.0000000000
0.3888466086       347619.2140699141      0.2016800000      13.6157996224      0.3962982914      0.0000000000
0.3961793741       318326.6177539921      0.2036800000      13.5722228195      0.4039855174      0.0000000000
0.4035866758       291689.7917411721      0.2056800000      13.5307283334      0.4117588706      0.0000000000
0.4110687361       267482.6871143564      0.2076800000      13.4912751513      0.4196187721      0.0000000000
0.4186242865       245450.2472363616      0.2096800000      13.4537252506      0.4275641746      0.0000000000
0.4262524039       225378.1388551521      0.2116800000      13.4179732517      0.4355943683      0.0000000000
0.4339528010       207094.3422275484      0.2136800000      13.3839672485      0.4437092647      0.0000000000
0.4417241440       190414.4792349129      0.2156800000      13.3515878247      0.4519077449      0.0000000000
0.4495657362       175192.1561944992      0.2176800000      13.3207684630      0.4601893122      0.0000000000
0.4574768298       161294.6794729077      0.2196800000      13.2914458710      0.4685534160      0.0000000000
0.4654564780       148598.2946574122      0.2216800000      13.2635489347      0.4769993065      0.0000000000
0.4735032574       136981.9590758463      0.2236800000      13.2369780109      0.4855257633      0.0000000000
0.4816169022       126362.2063751123      0.2256800000      13.2117237517      0.4941326956      0.0000000000
0.4897956396       116633.2934399288      0.2276800000      13.1876724761      0.5028185319      0.0000000000
0.4980386906       107720.3005516476      0.2296800000      13.1647885438      0.5115826699      0.0000000000
0.5063450868        99552.0940369138      0.2316800000      13.1430276537      0.5204243160      0.0000000000
0.5147135497        92059.5926928939      0.2336800000      13.1223279563      0.5293423683      0.0000000000
0.5231429131        85182.7228014687      0.2356800000      13.1026402189      0.5383358298      0.0000000000
0.5316319806        78867.1288027479      0.2376800000      13.0839177740      0.5474036679      0.0000000000
0.5401795261        73063.5361359583      0.2396800000      13.0661159739      0.5565448154      0.0000000000
0.5487842971        67727.3065443344      0.2416800000      13.0491924441      0.5657581735      0.0000000000
0.5574450134        62817.9196034468      0.2436800000      13.0331065810      0.5750426099      0.0000000000
0.5661603683        58298.6181069815      0.2456800000      13.0178197974      0.5843969603      0.0000000000
0.5749291456        54137.2502295027      0.2476800000      13.0033037659      0.5938201420      0.0000000000
0.5837496487        50299.7474293123      0.2496800000      12.9894973131      0.6033105977      0.0000000000
0.5926209510        46763.3137011740      0.2516800000      12.9764010973      0.6128675128      0.0000000000
0.6015413194        43499.3879825179      0.2536800000      12.9639572983      0.6224892811      0.0000000000
0.6105093418        40485.3541736620      0.2556800000      12.9521355897      0.6321746015      0.0000000000
0.6195238932        37703.1500950851      0.2576800000      12.9409308025      0.6419224444      0.0000000000
0.6285832035        35131.0488521118      0.2596800000      12.9302904185      0.6517311465      0.0000000000
0.6376858059        32751.9322673564      0.2616800000      12.9201878175      0.6615993313      0.0000000000
0.6468304093        30551.5392322855      0.2636800000      12.9106126904      0.6715257852      0.0000000000
0.6560154105        28514.6674977753      0.2656800000      12.9015324284      0.6815089844      0.0000000000
0.6652392002        26627.5624730365      0.2676800000      12.8929159587      0.6915473916      0.0000000000
0.6745003458        24878.8692438391      0.2696800000      12.8847481054      0.7016396325      0.0000000000
0.6837973956        23258.0922315832      0.2716800000      12.8770141538      0.7117843065      0.0000000000
0.6931286215        21754.0970387217      0.2736800000      12.8696788489      0.7219797380      0.0000000000
0.7024924711        20357.7709386275      0.2756800000      12.8627224647      0.7322244135      0.0000000000
0.7118875507        19061.5916522621      0.2776800000      12.8561396536      0.7425169642      0.0000000000
0.7213122028        17857.3439065369      0.2796800000      12.8499049414      0.7528557592      0.0000000000
0.7307647713        16737.5731831731      0.2816800000      12.8439940407      0.7632391609      0.0000000000
0.7402437604        15696.1834557391      0.2836800000      12.8383967392      0.7736656783      0.0000000000
0.7497475864        14727.1986437911      0.2856800000      12.8330966844      0.7841337276      0.0000000000
0.7592746666        13825.1314752522      0.2876800000      12.8280782055      0.7946417183      0.0000000000
0.7688234172        12984.9423824516      0.2896800000      12.8233263045      0.8051880509      0.0000000000
0.7783922548        12201.9981074837      0.2916800000      12.8188265151      0.8157711184      0.0000000000
0.7879794573        11471.5568217937      0.2936800000      12.8145529609      0.8263891736      0.0000000000
0.7975836630        10790.4693936807      0.2956800000      12.8105106326      0.8370408066      0.0000000000
0.8072032259        10154.8685240647      0.2976800000      12.8066806742      0.8477243275      0.0000000000
0.8168365105         9561.2299010771      0.2996800000      12.8030449976      0.8584380494      0.0000000000
0.8264820891         9006.9009798394      0.3016800000      12.7996034809      0.8691804763      0.0000000000
0.8361382736         8488.6724243985      0.3036800000      12.7963333637      0.8799498568      0.0000000000
0.8458035205         8003.9730499822      0.3056800000      12.7932240289      0.8907445698      0.0000000000
0.8554763568         7550.5825766726      0.3076800000      12.7902707326      0.9015630548      0.0000000000
0.8651553141         7126.4238444634      0.3096800000      12.7874688001      0.9124037485      0.0000000000
0.8748386927         6729.0136063390      0.3116800000      12.7847925578      0.9232648609      0.0000000000
0.8845251686         6356.8895348592      0.3136800000      12.7822488852      0.9341449527      0.0000000000
0.8942131868         6008.1563776239      0.3156800000      12.7798235896      0.9450423586      0.0000000000
0.9039011549         5680.9688464794      0.3176800000      12.7774979592      0.9559553718      0.0000000000
0.9135877776         5374.1871504531      0.3196800000      12.7752793679      0.9668825610      0.0000000000
0.9232714917         5086.2036196453      0.3216800000      12.7731498889      0.9778222353      0.0000000000
0.9329508636         4815.7506078520      0.3236800000      12.7711022060      0.9887728206      0.0000000000
0.9426245801         4561.8301209941      0.3256800000      12.7691390116      0.9997328512      0.0000000000
0.9522911832         4323.2381750747      0.3276800000      12.7672484677      1.0107007192      0.0000000000
0.9619492363         4098.8720721660      0.3296800000      12.7654192316      1.0216748316      0.0000000000
0.9715973734         3887.7957275612      0.3316800000      12.7636452110      1.0326536577      0.0000000000
0.9812342955         3689.2099161937      0.3336800000      12.7619250960      1.0436357245      0.0000000000
0.9908586712         3502.2949877433      0.3356800000      12.7602531010      1.0546195241      0.0000000000
1.0004691902         3326.2897850319      0.3376800000      12.7586236338      1.0656035646      0.0000000000
1.0100645116         3160.4281627201      0.3396800000      12.7570270015      1.0765863202      0.0000000000
1.0196433677         3004.0624806152      0.3416800000      12.7554582778      1.0875663310      0.0000000000
1.0292045542         2856.6428525647      0.3436800000      12.7539170521      1.0985421924      0.0000000000
1.0387468409         2717.5997087441      0.3456800000      12.7523986871      1.1095124718      0.0000000000
1.0482690195         2586.4028645640      0.3476800000      12.7508987502      1.1204757542      0.0000000000
1.0577698610         2462.5138674492      0.3496800000      12.7494088281      1.1314306022      0.0000000000
1.0672482029         2345.4800965387      0.3516800000      12.7479250162      1.1423756377      0.0000000000
1.0767029453         2234.9198053034      0.3536800000      12.7464476589      1.1533095382      0.0000000000
1.0861329679         2130.4328934094      0.3556800000      12.7449730579      1.1642309597      0.0000000000
1.0955371734         2031.6463708056      0.3576800000      12.7434977155      1.1751385777      0.0000000000
1.1049144487         1938.1778347722      0.3596800000      12.7420143443      1.1860310512      0.0000000000
1.1142637442         1849.7077579150      0.3616800000      12.7405198703      1.1969070961      0.0000000000
1.1235840707         1765.9685500185      0.3636800000      12.7390152540      1.2077654832      0.0000000000
1.1328744229         1686.6765440226      0.3656800000      12.7374975942      1.2186049664      0.0000000000
1.1421337471         1611.5106612548      0.3676800000      12.7359566354      1.2294242548      0.0000000000
1.1513611945         1540.3111530943      0.3696800000      12.7344011616      1.2402222450      0.0000000000
1.1605557588         1472.7914499653      0.3716800000      12.7328212252      1.2509976880      0.0000000000
1.1697165986         1408.7864857990      0.3736800000      12.7312218819      1.2617494860      0.0000000000
1.1788427233         1348.0207800854      0.3756800000      12.7295899902      1.2724764042      0.0000000000
1.1879333374         1290.3546317388      0.3776800000      12.7279308000      1.2831773869      0.0000000000
1.1969875348         1235.5681713120      0.3796800000      12.7262352838      1.2938512770      0.0000000000
1.2060045967         1183.5597025677      0.3816800000      12.7245122326      1.3044970893      0.0000000000
1.2149836639         1134.1318520855      0.3836800000      12.7227528729      1.3151137106      0.0000000000
1.2239240283         1087.1764460742      0.3856800000      12.7209624802      1.3257001664      0.0000000000
1.2328248485         1042.5015637033      0.3876800000      12.7191292162      1.3362553623      0.0000000000
1.2416854618         1000.0155560710      0.3896800000      12.7172585261      1.3467783668      0.0000000000
1.2505051066          959.5656542450      0.3916800000      12.7153423982      1.3572681606      0.0000000000
1.2592831927          921.0868323151      0.3936800000      12.7133895820      1.3677238810      0.0000000000
1.2680190039          884.4412260934      0.3956800000      12.7113922485      1.3781445526      0.0000000000
1.2767119627          849.5573020239      0.3976800000      12.7093558243      1.3885293275      0.0000000000
1.2853613434          816.2863505115      0.3996800000      12.7072664020      1.3988772264      0.0000000000
1.2939666681          784.5944074159      0.4016800000      12.7051359227      1.4091874948      0.0000000000
1.3025273121          754.3720636110      0.4036800000      12.7029571399      1.4194592488      0.0000000000
1.3110427284          725.5419831325      0.4056800000      12.7007293048      1.4296916767      0.0000000000
1.3195124177          698.0422587294      0.4076800000      12.6984548188      1.4398840122      0.0000000000
1.3279358742          671.8028204151      0.4096800000      12.6961329470      1.4500354856      0.0000000000
1.3363125618          646.7377824447      0.4116800000      12.6937570784      1.4601453035      0.0000000000
1.3446420934          622.8162506734      0.4136800000      12.6913356963      1.4702128081      0.0000000000
1.3529239498          599.9508780486      0.4156800000      12.6888593742      1.4802372270      0.0000000000
1.3611577571          578.1063072551      0.4176800000      12.6863336330      1.4902179206      0.0000000000
1.3693431108          557.2303633370      0.4196800000      12.6837580671      1.5001542251      0.0000000000
1.3774796020          537.2657320758      0.4216800000      12.6811294305      1.5100454765      0.0000000000
1.3855668692          518.1669536768      0.4236800000      12.6784474951      1.5198910573      0.0000000000
1.3936045821          499.8985700968      0.4256800000      12.6757148649      1.5296903779      0.0000000000
1.4015923702          482.4047843652      0.4276800000      12.6729257405      1.5394428204      0.0000000000
1.4095299915          465.6687947760      0.4296800000      12.6700883930      1.5491478827      0.0000000000
1.4174171308          449.6460829837      0.4316800000      12.6671998315      1.5588050022      0.0000000000
1.4252534481          434.2826151170      0.4336800000      12.6642518191      1.5684135988      0.0000000000
1.4330387738          419.5719624481      0.4356800000      12.6612552808      1.5779732454      0.0000000000
1.4407728244          405.4702757552      0.4376800000      12.6582047400      1.5874834198      0.0000000000
1.4484553767          391.9486033540      0.4396800000      12.6551002875      1.5969436564      0.0000000000
1.4560862649          378.9903811214      0.4416800000      12.6519472827      1.6063535438      0.0000000000
1.4636652363          366.5526778345      0.4436800000      12.6487378786      1.6157125996      0.0000000000
1.4711921565          354.6215986386      0.4456800000      12.6454774869      1.6250204484      0.0000000000
1.4786668260          343.1635612981      0.4476800000      12.6421611010      1.6342766629      0.0000000000
1.4860891398          332.1663653468      0.4496800000      12.6387940697      1.6434809019      0.0000000000
1.4934589676          321.6085367032      0.4516800000      12.6353765641      1.6526328069      0.0000000000
1.5007761747          311.4653838463      0.4536800000      12.6319062816      1.6617320199      0.0000000000
1.5080406600          301.7180730584      0.4556800000      12.6283835022      1.6707782169      0.0000000000
1.5152523547          292.3527752664      0.4576800000      12.6248109921      1.6797711060      0.0000000000
1.5224111483          283.3443024734      0.4596800000      12.6211841103      1.6887103640      0.0000000000
1.5295170347          274.6882361731      0.4616800000      12.6175105411      1.6975957619      0.0000000000
1.5365699121          266.3576166702      0.4636800000      12.6137833121      1.7064269937      0.0000000000
1.5435697985          258.3487878673      0.4656800000      12.6100099893      1.7152038600      0.0000000000
1.5505166185          250.6370884999      0.4676800000      12.6061837676      1.7239260866      0.0000000000
1.5574103961          243.2162925486      0.4696800000      12.6023098007      1.7325934885      0.0000000000
1.5642511150          236.0704416982      0.4716800000      12.5983861257      1.7412058515      0.0000000000
1.5710387877          229.1876723147      0.4736800000      12.5944131543      1.7497629901      0.0000000000
1.5777734542          222.5596628331      0.4756800000      12.5903936410      1.7582647469      0.0000000000
1.5844551160          216.1696895764      0.4776800000      12.5863234350      1.7667109367      0.0000000000
1.5910838664          210.0160790199      0.4796800000      12.5822098185      1.7751014561      0.0000000000
1.5976597124          204.0805759635      0.4816800000      12.5780464493      1.7834361341      0.0000000000
1.6041827506          198.3593465422      0.4836800000      12.5738383192      1.7917148793      0.0000000000
1.6106530400          192.8408161841      0.4856800000      12.5695836372      1.7999375736      0.0000000000
1.6170706649          187.5165932670      0.4876800000      12.5652829278      1.8081041246      0.0000000000
1.6234357335          182.3810099196      0.4896800000      12.5609388749      1.8162144642      0.0000000000
1.6297483327          177.4239486845      0.4916800000      12.5565497856      1.8242685116      0.0000000000
1.6360085734          172.6381312771      0.4936800000      12.5521161639      1.8322662101      0.0000000000
1.6422165746          168.0166295749      0.4956800000      12.5476385538      1.8402075145      0.0000000000
1.6483724921          163.5569384853      0.4976800000      12.5431217264      1.8480924140      0.0000000000
1.6544764178          159.2463705807      0.4996800000      12.5385598069      1.8559208501      0.0000000000
1.6605285225          155.0829668681      0.5016800000      12.5339575760      1.8636928335      0.0000000000
1.6665289283          151.0570384960      0.5036800000      12.5293113614      1.8714083393      0.0000000000
1.6724778197          147.1669140124      0.5056800000      12.5246258979      1.8790673980      0.0000000000
1.6783753335          143.4036432714      0.5076800000      12.5198975915      1.8866700057      0.0000000000
1.6842216804          139.7675175164      0.5096800000      12.5151331430      1.8942162224      0.0000000000
1.6900170100          136.2501105964      0.5116800000      12.5103289797      1.9017060633      0.0000000000
1.6957615056          132.8468490430      0.5136800000      12.5054856611      1.9091395747      0.0000000000
1.7014553561          129.5533599953      0.5156800000      12.5006037486      1.9165168120      0.0000000000
