# M(M_sol)                Lambda           n_Bc(fm^-3)          R(km)           m_B(M_sol)       m_Bquar/M_B
0.1547711493     10865050.3472802993      0.1693300000      16.1714197946      0.1550704203      0.0000000000
0.1624207189      8677891.2002713252      0.1713300000      15.6115608701      0.1628431978      0.0000000000
0.1704647379      6957592.7955070594      0.1733300000      15.1282240202      0.1710274009      0.0000000000
0.1789018497      5598990.6256015217      0.1753300000      14.7097825415      0.1796231265      0.0000000000
0.1877292295      4522740.1064010561      0.1773300000      14.3465387098      0.1886290153      0.0000000000
0.1969449528      3666938.4739787825      0.1793300000      14.0306262554      0.1980446757      0.0000000000
0.2065477934      2983287.4500302649      0.1813300000      13.7556375330      0.2078704827      0.0000000000
0.2165329330      2436243.7330698012      0.1833300000      13.5158171607      0.2181031525      0.0000000000
0.2269002859      1995580.7351333853      0.1853300000      13.3069410288      0.2287443228      0.0000000000
0.2376424320      1640910.8870960455      0.1873300000      13.1246063442      0.2397880857      0.0000000000
0.2487583154      1353457.5285345963      0.1893300000      12.9658574133      0.2512351470      0.0000000000
0.2602417733      1120241.7801610252      0.1913300000      12.8276283193      0.2630809466      0.0000000000
0.2720889325       930143.2010618498      0.1933300000      12.7075924666      0.2753233224      0.0000000000
0.2842937959       774868.9676915476      0.1953300000      12.6035477405      0.2879579176      0.0000000000
0.2968508201       647610.2222825271      0.1973300000      12.5136797395      0.3009808589      0.0000000000
0.3097554674       542687.2052616564      0.1993300000      12.4365806902      0.3143893401      0.0000000000
0.3229991244       456278.0725916589      0.2013300000      12.3706020977      0.3281762817      0.0000000000
0.3365750981       384877.7860809472      0.2033300000      12.3145456544      0.3423366102      0.0000000000
0.3504769423       325598.1806365302      0.2053300000      12.2674318777      0.3568655092      0.0000000000
0.3646977400       276156.5892211741      0.2073300000      12.2283920235      0.3717576603      0.0000000000
0.3792289492       234866.6823809877      0.2093300000      12.1965154647      0.3870060079      0.0000000000
0.3940606501       200445.5474553071      0.2113300000      12.1708636999      0.4026019996      0.0000000000
0.4091872514       171420.2569012682      0.2133300000      12.1511198674      0.4185416672      0.0000000000
0.4245982260       147006.0434076577      0.2153300000      12.1364960185      0.4348157521      0.0000000000
0.4402840315       126445.0332892959      0.2173300000      12.1264127371      0.4514159999      0.0000000000
0.4562359346       109046.3941513420      0.2193300000      12.1204666876      0.4683349816      0.0000000000
0.4724448950        94256.7345395038      0.2213300000      12.1182925651      0.4855648978      0.0000000000
