# M(M_sol)                 Lambda          n_Bc(fm^-3)         R(km)            m_B(M_sol)        m_Bquar/M_B
0.1501679324     17116393.5067663454      0.1540000000      18.5262592152      0.1503228706      0.0000000000
0.1550821831     14429113.1199977025      0.1560000000      17.9567524674      0.1553041556      0.0000000000
0.1601810805     12192389.8326850738      0.1580000000      17.4444662733      0.1604768559      0.0000000000
0.1654630291     10326116.3657054231      0.1600000000      16.9826370151      0.1658397884      0.0000000000
0.1709261711      8765302.0918959994      0.1620000000      16.5654196216      0.1713915112      0.0000000000
0.1765688996      7457040.9979872489      0.1640000000      16.1877817843      0.1771308444      0.0000000000
0.1823895297      6358069.5674193976      0.1660000000      15.8453519575      0.1830565354      0.0000000000
0.1883863274      5432923.3808267536      0.1680000000      15.5343275940      0.1891672878      0.0000000000
0.1945575884      4652453.1060126061      0.1700000000      15.2513924829      0.1954618411      0.0000000000
0.2009017592      3992655.5791027993      0.1720000000      14.9936572901      0.2019390950      0.0000000000
0.2074169149      3433696.6039975886      0.1740000000      14.7585603600      0.2085975736      0.0000000000
0.2141015080      2959189.4903941550      0.1760000000      14.5438760367      0.2154361924      0.0000000000
0.2209536362      2555536.0047352044      0.1780000000      14.3476140580      0.2224535072      0.0000000000
0.2279715812      2211455.6540566478      0.1800000000      14.1680298293      0.2296482663      0.0000000000
0.2351535280      1917561.5786252310      0.1820000000      14.0035713403      0.2370191219      0.0000000000
0.2424976154      1666028.4990383780      0.1840000000      13.8528564475      0.2445646818      0.0000000000
0.2500019078      1450320.8865229494      0.1860000000      13.7146501266      0.2522834789      0.0000000000
0.2576644901      1264973.5269208057      0.1880000000      13.5878539226      0.2601740699      0.0000000000
0.2654833388      1105403.1553657257      0.1900000000      13.4714785760      0.2682348997      0.0000000000
0.2734564090       967761.5726400357      0.1920000000      13.3646382339      0.2764643928      0.0000000000
0.2815815602       848810.0867208233      0.1940000000      13.2665320712      0.2848608741      0.0000000000
0.2898566412       745819.5289716617      0.1960000000      13.1764416233      0.2934226575      0.0000000000
0.2982794329       656484.7311142543      0.1980000000      13.0937168927      0.3021479850      0.0000000000
0.3068476490       578855.0605610817      0.2000000000      13.0177685698      0.3110350275      0.0000000000
0.3155588763       511276.0411625240      0.2020000000      12.9480564092      0.3200818210      0.0000000000
0.3244107497       452344.1060322999      0.2040000000      12.8840982187      0.3292864490      0.0000000000
0.3334008455       400864.9368057409      0.2060000000      12.8254554807      0.3386469306      0.0000000000
0.3425264871       355818.6849422844      0.2080000000      12.7717122031      0.3481610159      0.0000000000
0.3517852146       316337.1180228309      0.2100000000      12.7225110190      0.3578266770      0.0000000000
0.3611742267       281675.1711538049      0.2120000000      12.6775017642      0.3676415226      0.0000000000
0.3706909083       251196.4167512047      0.2140000000      12.6363836628      0.3776033504      0.0000000000
0.3803324642       224353.5906504142      0.2160000000      12.5988706760      0.3877097625      0.0000000000
