# M(M_sol)                 Lambda          n_Bc(fm^-3)         R(km)            m_B(M_sol)        m_Bquar/M_B
0.1512899210     33927229.1497689858      0.1150000000      21.9388970495      0.1514957733      0.0000000000
0.1555588682     29305880.3064085729      0.1170000000      21.2735482668      0.1558220307      0.0000000000
0.1598815764     25420927.5679433905      0.1190000000      20.6783975575      0.1602055293      0.0000000000
0.1642707635     22125439.6858867146      0.1210000000      20.1416696007      0.1646592740      0.0000000000
0.1687305111     19313674.7105289735      0.1230000000      19.6550380433      0.1691875328      0.0000000000
0.1732628344     16903528.5689631440      0.1250000000      19.2119120064      0.1737924856      0.0000000000
0.1778688827     14829562.3932710569      0.1270000000      18.8068935541      0.1784754403      0.0000000000
0.1825494200     13038783.2983721122      0.1290000000      18.4354823136      0.1832373174      0.0000000000
0.1873049701     11487807.0946721137      0.1310000000      18.0938786269      0.1880787975      0.0000000000
0.1921359406     10140809.5681605283      0.1330000000      17.7788452281      0.1930004466      0.0000000000
0.1970426673      8968001.8403559029      0.1350000000      17.4876025477      0.1980027609      0.0000000000
0.2020254113      7944457.9367873790      0.1370000000      17.2177468162      0.2030861645      0.0000000000
0.2070844336      7049232.2820320837      0.1390000000      16.9671898735      0.2082510837      0.0000000000
0.2122199579      6264631.7971075671      0.1410000000      16.7341061182      0.2134979105      0.0000000000
0.2174321906      5575657.1358766919      0.1430000000      16.5168927549      0.2188270224      0.0000000000
0.2227213323      4969548.6534455158      0.1450000000      16.3141368061      0.2242387941      0.0000000000
0.2280875627      4435410.6224863147      0.1470000000      16.1245865554      0.2297335822      0.0000000000
0.2335310735      3963922.4672749671      0.1490000000      15.9471315766      0.2353117582      0.0000000000
0.2390520177      3547072.5797762424      0.1510000000      15.7807789581      0.2409736582      0.0000000000
0.2446505353      3177972.8939887951      0.1530000000      15.6246425731      0.2467196074      0.0000000000
0.2503267747      2850678.1835547430      0.1550000000      15.4779266433      0.2525499427      0.0000000000
0.2560808596      2560047.3058301252      0.1570000000      15.3399148837      0.2584649793      0.0000000000
0.2619128952      2301624.5354596847      0.1590000000      15.2099606024      0.2644650162      0.0000000000
0.2678229753      2071542.5940756255      0.1610000000      15.0874796506      0.2705503437      0.0000000000
0.2738111674      1866435.0305755723      0.1630000000      14.9719409447      0.2767212285      0.0000000000
0.2798775267      1683369.4778761247      0.1650000000      14.8628626965      0.2829779274      0.0000000000
0.2860220833      1519784.3166969074      0.1670000000      14.7598055212      0.2893206745      0.0000000000
0.2922448394      1373439.6212714270      0.1690000000      14.6623678491      0.2957496778      0.0000000000
0.2985457755      1242373.4368172304      0.1710000000      14.5701827245      0.3022651260      0.0000000000
0.3049248553      1124864.1255362167      0.1730000000      14.4829133852      0.3088671934      0.0000000000
0.3113820066      1019399.4468447141      0.1750000000      14.4002508802      0.3155560195      0.0000000000
0.3179171241       924647.9687748430      0.1770000000      14.3219102544      0.3223317126      0.0000000000
0.3245300757       839436.7733939734      0.1790000000      14.2476289955      0.3291943559      0.0000000000
0.3312207104       762731.7419015747      0.1810000000      14.1771655142      0.3361440147      0.0000000000
0.3379888233       693617.8599215511      0.1830000000      14.1102948708      0.3431807019      0.0000000000
0.3448341964       631286.9316752800      0.1850000000      14.0468100097      0.3503044179      0.0000000000
0.3517565627       575022.2515353825      0.1870000000      13.9865178142      0.3575151152      0.0000000000
0.3587556325       524189.0270958400      0.1890000000      13.9292396367      0.3648127240      0.0000000000
0.3658310718       478223.2016466911      0.1910000000      13.8748086735      0.3721971305      0.0000000000
0.3729825054       436623.2684342597      0.1930000000      13.8230691083      0.3796681802      0.0000000000
0.3802095497       398944.3970744568      0.1950000000      13.7738776134      0.3872257097      0.0000000000
0.3875117379       364788.2600982910      0.1970000000      13.7270968804      0.3948694724      0.0000000000
0.3948886096       333801.7397347595      0.1990000000      13.6826018788      0.4025992275      0.0000000000
0.4023396406       305668.5011770314      0.2010000000      13.6402734095      0.4104146696      0.0000000000
0.4098642685       280106.1150627721      0.2030000000      13.5999999261      0.4183154542      0.0000000000
0.4174619057       256862.4238058057      0.2050000000      13.5616775803      0.4263012103      0.0000000000
0.4251319127       235711.3321441495      0.2070000000      13.5252078693      0.4343715136      0.0000000000
0.4328736173       216450.4822205393      0.2090000000      13.4904984853      0.4425259052      0.0000000000
0.4406863097       198898.4620759604      0.2110000000      13.4574626816      0.4507638869      0.0000000000
0.4485692355       182892.3337900355      0.2130000000      13.4260181514      0.4590849134      0.0000000000
0.4565216081       168285.8368201882      0.2150000000      13.3960877816      0.4674884050      0.0000000000
0.4645425977       154947.4764614266      0.2170000000      13.3675982884      0.4759737358      0.0000000000
0.4726313387       142758.9332913965      0.2190000000      13.3404805780      0.4845402415      0.0000000000
0.4807869279       131613.6989078292      0.2210000000      13.3146692553      0.4931872165      0.0000000000
0.4890084249       121415.7722799763      0.2230000000      13.2901023365      0.5019139148      0.0000000000
0.4972948530       112078.6038168904      0.2250000000      13.2667211259      0.5107195505      0.0000000000
0.5056451994       103524.0805756136      0.2270000000      13.2444699200      0.5196032973      0.0000000000
0.5140584162        95681.6514941149      0.2290000000      13.2232958134      0.5285642898      0.0000000000
0.5225334203        88487.5458174723      0.2310000000      13.2031484986      0.5376016229      0.0000000000
0.5310690937        81884.0669113831      0.2330000000      13.1839800418      0.5467143520      0.0000000000
0.5396642900        75819.0689799263      0.2350000000      13.1657451784      0.5559014990      0.0000000000
0.5483178319        70245.3219326203      0.2370000000      13.1484009226      0.5651620500      0.0000000000
0.5570284954        65119.8283680006      0.2390000000      13.1319050624      0.5744949388      0.0000000000
0.5657950497        60403.8845645092      0.2410000000      13.1162192017      0.5838990871      0.0000000000
0.5746162194        56062.1837770070      0.2430000000      13.1013054752      0.5933733659      0.0000000000
0.5834907050        52062.6995759096      0.2450000000      13.0871280771      0.6029166164      0.0000000000
0.5924171821        48376.3596438632      0.2470000000      13.0736529237      0.6125276485      0.0000000000
0.6013942994        44976.7086877041      0.2490000000      13.0608473983      0.6222052390      0.0000000000
0.6104206787        41839.6692751805      0.2510000000      13.0486801699      0.6319481313      0.0000000000
0.6194949188        38943.3166143735      0.2530000000      13.0371211815      0.6417550390      0.0000000000
0.6286156030        36267.7434019164      0.2550000000      13.0261423518      0.6516246532      0.0000000000
0.6377812867        33794.7451841010      0.2570000000      13.0157161846      0.6615556304      0.0000000000
0.6469905099        31507.7489723217      0.2590000000      13.0058166643      0.6715466043      0.0000000000
0.6562417886        29391.5980181230      0.2610000000      12.9964184685      0.6815961774      0.0000000000
0.6655336280        27432.5000908751      0.2630000000      12.9874979159      0.6917029339      0.0000000000
0.6748645098        25617.8007979080      0.2650000000      12.9790315653      0.7018654271      0.0000000000
0.6842329158        23936.0213899854      0.2670000000      12.9709981661      0.7120822024      0.0000000000
0.6936372951        22376.5555571645      0.2690000000      12.9633758101      0.7223517656      0.0000000000
0.7030760997        20929.7797962998      0.2710000000      12.9561446214      0.7326726165      0.0000000000
0.7125477651        19586.8533839365      0.2730000000      12.9492851136      0.7430432314      0.0000000000
0.7220507174        18339.6747784544      0.2750000000      12.9427785493      0.7534620687      0.0000000000
0.7315833766        17180.8320971284      0.2770000000      12.9366071222      0.7639275730      0.0000000000
0.7411441563        16103.5280796126      0.2790000000      12.9307537618      0.7744381742      0.0000000000
0.7507314598        15101.5073460218      0.2810000000      12.9252017113      0.7849922841      0.0000000000
0.7603436958        14169.0668947763      0.2830000000      12.9199356292      0.7955883117      0.0000000000
0.7699792579        13300.9216673912      0.2850000000      12.9149398163      0.8062246427      0.0000000000
0.7796365446        12492.2407826743      0.2870000000      12.9101997564      0.8168996594      0.0000000000
0.7893139569        11738.5956449810      0.2890000000      12.9057017342      0.8276117390      0.0000000000
0.7990098893        11035.8890270548      0.2910000000      12.9014320168      0.8383592437      0.0000000000
0.8087227451        10380.3687607552      0.2930000000      12.8973779633      0.8491405365      0.0000000000
0.8184509269         9768.5734720451      0.2950000000      12.8935271946      0.8599539718      0.0000000000
0.8281928386         9197.3055338386      0.2970000000      12.8898674709      0.8707978973      0.0000000000
0.8379468953         8663.6363665869      0.2990000000      12.8863876696      0.8816706637      0.0000000000
0.8477115127         8164.8488760374      0.3010000000      12.8830765767      0.8925706149      0.0000000000
0.8574851166         7698.4447291741      0.3030000000      12.8799236394      0.9034960967      0.0000000000
0.8672661431         7262.1251401721      0.3050000000      12.8769189408      0.9144454577      0.0000000000
0.8770530345         6853.7580525633      0.3070000000      12.8740526315      0.9254170450      0.0000000000
0.8868442451         6471.3789476389      0.3090000000      12.8713155030      0.9364092102      0.0000000000
0.8966382377         6113.1673676324      0.3110000000      12.8686984057      0.9474203061      0.0000000000
0.9064334958         5777.4534887686      0.3130000000      12.8661932297      0.9584486987      0.0000000000
0.9162284969         5462.6653236936      0.3150000000      12.8637908602      0.9694927409      0.0000000000
0.9260217542         5167.3823217913      0.3170000000      12.8614842029      0.9805508141      0.0000000000
