# M(M_sol)                 Lambda          n_Bc(fm^-3)         R(km)            m_B(M_sol)        m_Bquar/M_B
0.1565131190     46498805.3142945170      0.0810000000      23.7701479489      0.1568291521      0.0000000000
0.1639457274     37882066.3055675998      0.0830000000      22.7533584522      0.1643748284      0.0000000000
0.1713893340     31231558.0042798333      0.0850000000      21.9110391883      0.1719393744      0.0000000000
0.1788425846     26004655.5899281949      0.0870000000      21.2023535398      0.1795213338      0.0000000000
0.1863054214     21835506.7142956965      0.0890000000      20.5981857575      0.1871205822      0.0000000000
0.1937787854     18468627.5239183865      0.0910000000      20.0772303118      0.1947380277      0.0000000000
0.2012644018     15720667.9732313100      0.0930000000      19.6235498921      0.2023753939      0.0000000000
0.2087646224     13457069.0022057313      0.0950000000      19.2249920254      0.2100350601      0.0000000000
0.2162823021     11577236.2775991634      0.0970000000      18.8721354454      0.2177199380      0.0000000000
0.2238207024     10004770.1403588448      0.0990000000      18.5575684813      0.2254333726      0.0000000000
0.2313834174      8680848.1050354596      0.1010000000      18.2753849866      0.2331790685      0.0000000000
0.2389743047      7559638.4843495339      0.1030000000      18.0208234074      0.2409610193      0.0000000000
0.2465974380      6605040.6528679943      0.1050000000      17.7900051073      0.2487834600      0.0000000000
0.2542570569      5788355.1267952723      0.1070000000      17.5797417392      0.2566508155      0.0000000000
0.2619575326      5086559.0146078235      0.1090000000      17.3873893277      0.2645676664      0.0000000000
0.2697033308      4481040.3509360943      0.1110000000      17.2107387620      0.2725387111      0.0000000000
0.2774989870      3956643.5596415387      0.1130000000      17.0479314020      0.2805687405      0.0000000000
0.2852637776      3505541.2383802421      0.1150000000      16.8989586428      0.2885746181      0.0000000000
0.2929224177      3119367.8248826768      0.1170000000      16.7634393990      0.2964785115      0.0000000000
0.3005520259      2783894.0524326288      0.1190000000      16.6384514958      0.3043598068      0.0000000000
0.3081769128      2490515.8582964232      0.1210000000      16.5224641227      0.3122435640      0.0000000000
0.3158120997      2232693.5659831888      0.1230000000      16.4143401447      0.3201453205      0.0000000000
0.3234690427      2005207.2294618671      0.1250000000      16.3131687395      0.3280769781      0.0000000000
0.3311573544      1803795.5654613310      0.1270000000      16.2181967277      0.3360485714      0.0000000000
0.3388855367      1624931.3591557983      0.1290000000      16.1287904304      0.3440690213      0.0000000000
0.3466613393      1465665.1245023909      0.1310000000      16.0444106460      0.3521465012      0.0000000000
0.3544919609      1323510.5403655802      0.1330000000      15.9645943570      0.3602886440      0.0000000000
0.3623841663      1196357.0634634111      0.1350000000      15.8889414034      0.3685026609      0.0000000000
0.3703443631      1082402.5444328329      0.1370000000      15.8171041001      0.3767954210      0.0000000000
0.3783786548       980099.7515298204      0.1390000000      15.7487790115      0.3851735039      0.0000000000
0.3864928661       888113.7866652476      0.1410000000      15.6836998177      0.3936432269      0.0000000000
0.3946925721       805288.1039862455      0.1430000000      15.6216324928      0.4022106730      0.0000000000
0.4029831097       730616.1923822439      0.1450000000      15.5623702429      0.4108817038      0.0000000000
0.4113695904       663218.6715155361      0.1470000000      15.5057296038      0.4196619709      0.0000000000
0.4198569058       602324.9839748995      0.1490000000      15.4515479337      0.4285569225      0.0000000000
0.4284497313       547257.1989073394      0.1510000000      15.3996799571      0.4375718059      0.0000000000
0.4371525316       497417.1716103386      0.1530000000      15.3499958599      0.4467116731      0.0000000000
0.4459695553       452275.7193536717      0.1550000000      15.3023790943      0.4559813748      0.0000000000
0.4549048405       411363.2614245450      0.1570000000      15.2567248150      0.4653855660      0.0000000000
0.4639622103       374262.1179057474      0.1590000000      15.2129382806      0.4749287000      0.0000000000
0.4731452726       340599.9952851962      0.1610000000      15.1709338517      0.4846150287      0.0000000000
0.4824574146       310044.1323070725      0.1630000000      15.1306331988      0.4944485957      0.0000000000
0.4919018109       282296.7228201639      0.1650000000      15.0919651849      0.5044332442      0.0000000000
