# M(M_sol)                 Lambda          n_Bc(fm^-3)         R(km)            m_B(M_sol)        m_Bquar/M_B
0.1543267930     16012615.1857382338      0.1530000000      18.3643411587      0.1545649009      0.0000000000
0.1590606066     13659446.4872715678      0.1550000000      17.8540536104      0.1593675446      0.0000000000
0.1639552886     11675660.0305584818      0.1570000000      17.3913158046      0.1643372648      0.0000000000
0.1690093319      9999811.6226149891      0.1590000000      16.9708877161      0.1694728940      0.0000000000
0.1742211986      8581306.9390001390      0.1610000000      16.5882081339      0.1747732386      0.0000000000
0.1795893772      7378323.1339327097      0.1630000000      16.2392976955      0.1802371366      0.0000000000
0.1851123112      6356202.2556730015      0.1650000000      15.9206717978      0.1858633849      0.0000000000
0.1907885098      5486137.8810948441      0.1670000000      15.6292721074      0.1916508516      0.0000000000
0.1966163976      4744151.5105042486      0.1690000000      15.3624083164      0.1975983221      0.0000000000
0.2025943503      4110229.6470980071      0.1710000000      15.1176984186      0.2037045355      0.0000000000
0.2087208075      3567649.4991302830      0.1730000000      14.8930409733      0.2099682993      0.0000000000
0.2149941518      3102409.7825996098      0.1750000000      14.6865697096      0.2163883652      0.0000000000
0.2214127383      2702767.9471529117      0.1770000000      14.4966236992      0.2229634593      0.0000000000
0.2279749028      2358859.4733886737      0.1790000000      14.3217226614      0.2296922898      0.0000000000
0.2346789509      2062386.3279539645      0.1810000000      14.1605439105      0.2365735356      0.0000000000
0.2415230969      1806351.9283549206      0.1830000000      14.0118970092      0.2436057828      0.0000000000
0.2485056351      1584855.1198043423      0.1850000000      13.8747228698      0.2507877008      0.0000000000
0.2556247590      1392904.1206546212      0.1870000000      13.7480633257      0.2581178554      0.0000000000
0.2628786206      1226271.3572100219      0.1890000000      13.6310538281      0.2655947700      0.0000000000
0.2702653201      1081370.8959511025      0.1910000000      13.5229123250      0.2732169135      0.0000000000
0.2777829575       955156.9847121928      0.1930000000      13.4229339834      0.2809827541      0.0000000000
0.2854296160       845037.6892061037      0.1950000000      13.3304812486      0.2888907415      0.0000000000
0.2932032793       748802.9593613645      0.1970000000      13.2449705088      0.2969392204      0.0000000000
0.3011019159       664565.8496068366      0.1990000000      13.1658718652      0.3051265175      0.0000000000
0.3091234695       590713.2712332356      0.2010000000      13.0927039092      0.3134509316      0.0000000000
0.3172658134       525863.0048666265      0.2030000000      13.0250241873      0.3219106849      0.0000000000
0.3255268384       468829.8882551054      0.2050000000      12.9624326990      0.3305040144      0.0000000000
0.3339042966       418594.3423621925      0.2070000000      12.9045545840      0.3392290088      0.0000000000
0.3423960379       374280.3205431900      0.2090000000      12.8510569354      0.3480838544      0.0000000000
0.3509997977       335131.9286569106      0.2110000000      12.8016277717      0.3570666132      0.0000000000
0.3597132660       300496.4128913968      0.2130000000      12.7559790568      0.3661752943      0.0000000000
0.3685341135       269809.5472311790      0.2150000000      12.7138463799      0.3754078810      0.0000000000
